0,112045;9;[-0,044448 -0,798167 0,600795 -0,198209 -0,956936 -0,138680 -0,255034 0,417639 0,286877 -0,586258 -0,757630 1,919473 0,000000 0,000000 0,000000 1,000000];[1,000000 0,000000 0,000000 0,000000 0,000000 -0,000000 -1,000000 0,000000 0,000000 1,000000 -0,000000 1000,000000 0,000000 0,000000 0,000000 1,000000];
0.127435;8;[-0.041289 -0.806275 0.590098 -0.198080 -0.960175 -0.131323 -0.246616 0.417033 0.276333 -0.576779 -0.768743 1.916458 0.000000 0.000000 0.000000 1.000000];[0.002966 -0.809173 0.587562 -191.394455 -0.940296 -0.202232 -0.273762 409.697235 0.340345 -0.551671 -0.761462 1874.768311 0.000000 0.000000 0.000000 1.000000];
0.127558;8;[-0.036546 -0.806685 0.589850 -0.201859 -0.959321 -0.137026 -0.246835 0.419319 0.279943 -0.574876 -0.768862 1.924621 0.000000 0.000000 0.000000 1.000000];[-0.010341 -0.801057 0.598499 -193.562012 -0.941804 -0.193316 -0.275016 412.035126 0.336003 -0.566513 -0.752439 1885.117310 0.000000 0.000000 0.000000 1.000000];
0.128797;8;[-0.038180 -0.808215 0.587649 -0.200133 -0.957809 -0.138043 -0.252085 0.418704 0.284860 -0.572480 -0.768844 1.922278 0.000000 0.000000 0.000000 1.000000];[-0.009138 -0.796990 0.603923 -194.398605 -0.942249 -0.195341 -0.272046 410.822723 0.334789 -0.571532 -0.749178 1880.737549 0.000000 0.000000 0.000000 1.000000];
0.126024;8;[-0.025883 -0.804662 0.593169 -0.201941 -0.961994 -0.141306 -0.233666 0.416601 0.271840 -0.576673 -0.770423 1.920022 0.000000 0.000000 0.000000 1.000000];[-0.001722 -0.793727 0.608271 -195.687378 -0.946421 -0.195137 -0.257312 409.462402 0.322931 -0.576124 -0.750863 1885.812622 0.000000 0.000000 0.000000 1.000000];
0.125765;8;[-0.027210 -0.810831 0.584647 -0.204904 -0.959831 -0.142194 -0.241878 0.417708 0.279255 -0.567744 -0.774392 1.925789 0.000000 0.000000 0.000000 1.000000];[-0.000797 -0.793025 0.609188 -196.219070 -0.948474 -0.192426 -0.251735 408.259888 0.316856 -0.578000 -0.752010 1883.052979 0.000000 0.000000 0.000000 1.000000];
0.126801;8;[-0.022414 -0.807517 0.589419 -0.204727 -0.961060 -0.145021 -0.235229 0.416597 0.275429 -0.571739 -0.772822 1.923006 0.000000 0.000000 0.000000 1.000000];[0.010128 -0.793627 0.608319 -197.553589 -0.946468 -0.203897 -0.250251 408.530396 0.322640 -0.573220 -0.753208 1886.120117 0.000000 0.000000 0.000000 1.000000];
0.122700;8;[-0.017373 -0.804301 0.593968 -0.204664 -0.962279 -0.147867 -0.228373 0.413798 0.271509 -0.575531 -0.771393 1.916226 0.000000 0.000000 0.000000 1.000000];[0.002937 -0.794339 0.607467 -197.749420 -0.947309 -0.196789 -0.252745 409.533295 0.320308 -0.574717 -0.753063 1890.979980 0.000000 0.000000 0.000000 1.000000];
0.125130;8;[-0.013143 -0.800754 0.598849 -0.204292 -0.961950 -0.153334 -0.226144 0.411952 0.272909 -0.579036 -0.768270 1.911020 0.000000 0.000000 0.000000 1.000000];[0.007216 -0.790952 0.611835 -199.581177 -0.950121 -0.196202 -0.242435 408.640198 0.311797 -0.579568 -0.752916 1895.152710 0.000000 0.000000 0.000000 1.000000];
0.126989;8;[-0.013473 -0.802522 0.596470 -0.208279 -0.961376 -0.153608 -0.228389 0.414836 0.274909 -0.576509 -0.769456 1.924329 0.000000 0.000000 0.000000 1.000000];[0.002891 -0.788212 0.615396 -200.013947 -0.949417 -0.195402 -0.245816 407.489990 0.314005 -0.583558 -0.748906 1887.834351 0.000000 0.000000 0.000000 1.000000];
0.122270;9;[-0.014008 -0.800596 0.599041 -0.207282 -0.959857 -0.157081 -0.232378 0.412248 0.280139 -0.578249 -0.766257 1.917274 0.000000 0.000000 0.000000 1.000000];[-0.000156 -0.795496 0.605958 -198.816345 -0.949438 -0.190127 -0.249842 406.464600 0.313957 -0.575358 -0.755244 1883.024780 0.000000 0.000000 0.000000 1.000000];
0.121174;9;[-0.012868 -0.799541 0.600474 -0.208826 -0.959069 -0.160020 -0.233622 0.412151 0.282878 -0.578903 -0.764756 1.917997 0.000000 0.000000 0.000000 1.000000];[-0.006889 -0.790395 0.612558 -199.672226 -0.948970 -0.187978 -0.253223 407.168579 0.315294 -0.583044 -0.748765 1883.907471 0.000000 0.000000 0.000000 1.000000];
0.121262;9;[-0.007348 -0.802911 0.596054 -0.207249 -0.958474 -0.164279 -0.233107 0.410974 0.285084 -0.573016 -0.768362 1.917646 0.000000 0.000000 0.000000 1.000000];[0.021809 -0.788992 0.614015 -200.979248 -0.946845 -0.213462 -0.240662 404.396271 0.320950 -0.576129 -0.751709 1883.652344 0.000000 0.000000 0.000000 1.000000];
0.121611;9;[-0.008745 -0.802033 0.597216 -0.209930 -0.957131 -0.166208 -0.237224 0.412144 0.289524 -0.573688 -0.766197 1.923616 0.000000 0.000000 0.000000 1.000000];[0.009134 -0.786959 0.616936 -201.827011 -0.950646 -0.198190 -0.238735 404.677612 0.310145 -0.584307 -0.749930 1889.071899 0.000000 0.000000 0.000000 1.000000];
0.120292;9;[-0.005498 -0.801846 0.597506 -0.210343 -0.959802 -0.163448 -0.228177 0.411780 0.280624 -0.574742 -0.768714 1.922484 0.000000 0.000000 0.000000 1.000000];[-0.015307 -0.778972 0.626870 -203.812668 -0.953645 -0.177074 -0.243325 408.415100 0.300546 -0.601536 -0.740152 1905.406982 0.000000 0.000000 0.000000 1.000000];
0.121283;9;[0.000198 -0.802134 0.597144 -0.209866 -0.960863 -0.165576 -0.222096 0.409916 0.277024 -0.573729 -0.770774 1.921893 0.000000 0.000000 0.000000 1.000000];[0.002842 -0.785146 0.619302 -201.890060 -0.952983 -0.189783 -0.236232 404.534698 0.303010 -0.589514 -0.748771 1892.843628 0.000000 0.000000 0.000000 1.000000];
0.122984;9;[0.002559 -0.802689 0.596393 -0.207479 -0.959839 -0.169285 -0.223723 0.408870 0.280540 -0.571869 -0.770885 1.919522 0.000000 0.000000 0.000000 1.000000];[0.005711 -0.786726 0.617274 -201.395187 -0.954499 -0.188342 -0.231214 402.941895 0.298160 -0.587868 -0.752005 1890.784668 0.000000 0.000000 0.000000 1.000000];
0.121978;9;[-0.000229 -0.801679 0.597754 -0.209598 -0.961120 -0.164882 -0.221500 0.409732 0.276130 -0.574565 -0.770472 1.922243 0.000000 0.000000 0.000000 1.000000];[-0.001602 -0.783937 0.620837 -201.582932 -0.955953 -0.181026 -0.231050 402.029083 0.293516 -0.593861 -0.749117 1888.426392 0.000000 0.000000 0.000000 1.000000];
0.122924;9;[0.001098 -0.801912 0.597442 -0.209794 -0.962323 -0.163297 -0.217415 0.410901 0.271907 -0.574693 -0.771877 1.925784 0.000000 0.000000 0.000000 1.000000];[0.009863 -0.778191 0.627949 -202.566696 -0.953989 -0.195526 -0.227323 402.096985 0.299681 -0.596814 -0.744314 1891.650757 0.000000 0.000000 0.000000 1.000000];
0.121690;9;[0.001404 -0.800497 0.599335 -0.208536 -0.961023 -0.166776 -0.220501 0.408712 0.276465 -0.575665 -0.769530 1.921873 0.000000 0.000000 0.000000 1.000000];[-0.001510 -0.779623 0.626245 -201.240875 -0.955277 -0.184062 -0.231445 402.260498 0.295708 -0.598587 -0.744479 1889.639771 0.000000 0.000000 0.000000 1.000000];
0.120706;9;[0.000113 -0.806352 0.591436 -0.207632 -0.961479 -0.162661 -0.221585 0.408446 0.274879 -0.568628 -0.775308 1.922361 0.000000 0.000000 0.000000 1.000000];[0.005223 -0.781330 0.624094 -200.987457 -0.954293 -0.190396 -0.230378 401.129333 0.298827 -0.594365 -0.746613 1888.293213 0.000000 0.000000 0.000000 1.000000];
0.135080;9;[-0.001514 -0.800412 0.599448 -0.207266 -0.960495 -0.165660 -0.223622 0.406736 0.278294 -0.576105 -0.768541 1.920412 0.000000 0.000000 0.000000 1.000000];[0.001844 -0.781145 0.624345 -200.758835 -0.950507 -0.195354 -0.241608 404.049469 0.310699 -0.592999 -0.742844 1894.038940 0.000000 0.000000 0.000000 1.000000];
0.130836;9;[-0.004877 -0.804328 0.594166 -0.208627 -0.961590 -0.159299 -0.223537 0.410315 0.274447 -0.572434 -0.772657 1.927612 0.000000 0.000000 0.000000 1.000000];[0.002335 -0.782465 0.622688 -199.338562 -0.951355 -0.193584 -0.239688 402.092316 0.308090 -0.591838 -0.744854 1886.401489 0.000000 0.000000 0.000000 1.000000];
0.121984;9;[-0.000626 -0.804953 0.593339 -0.205769 -0.962066 -0.161389 -0.219963 0.407452 0.272817 -0.570968 -0.774316 1.919801 0.000000 0.000000 0.000000 1.000000];[-0.008021 -0.784253 0.620387 -198.726013 -0.952316 -0.183245 -0.243959 403.963867 0.305008 -0.592762 -0.745388 1892.863037 0.000000 0.000000 0.000000 1.000000];
0.124622;9;[-0.005257 -0.804905 0.593380 -0.204603 -0.961677 -0.158601 -0.223659 0.407710 0.274135 -0.571815 -0.773225 1.920153 0.000000 0.000000 0.000000 1.000000];[-0.017097 -0.784429 0.619981 -197.236053 -0.953740 -0.173344 -0.245624 402.330872 0.300145 -0.595501 -0.745178 1884.210205 0.000000 0.000000 0.000000 1.000000];
0.122706;9;[-0.010932 -0.805486 0.592515 -0.203930 -0.959756 -0.157841 -0.232281 0.407493 0.280622 -0.571209 -0.771344 1.918247 0.000000 0.000000 0.000000 1.000000];[-0.014767 -0.782031 0.623062 -197.276108 -0.952356 -0.178846 -0.247048 403.946228 0.304631 -0.597026 -0.742132 1891.421265 0.000000 0.000000 0.000000 1.000000];
0.132039;9;[-0.007014 -0.802833 0.596163 -0.202000 -0.963474 -0.154181 -0.218965 0.407033 0.267709 -0.575924 -0.772427 1.915105 0.000000 0.000000 0.000000 1.000000];[-0.014199 -0.784815 0.619566 -195.683182 -0.951578 -0.179689 -0.249423 403.295074 0.307080 -0.593107 -0.744262 1885.449463 0.000000 0.000000 0.000000 1.000000];
0.131836;9;[-0.014521 -0.809903 0.586384 -0.201845 -0.961475 -0.149691 -0.230560 0.409008 0.274508 -0.567142 -0.776528 1.921450 0.000000 0.000000 0.000000 1.000000];[-0.015568 -0.788872 0.614359 -193.314453 -0.954118 -0.172034 -0.245079 400.411713 0.299027 -0.589986 -0.749999 1873.169678 0.000000 0.000000 0.000000 1.000000];
0.127005;9;[-0.012306 -0.807666 0.589512 -0.201040 -0.961934 -0.151402 -0.227509 0.407752 0.273005 -0.569872 -0.775058 1.918464 0.000000 0.000000 0.000000 1.000000];[-0.021459 -0.786781 0.616857 -193.474823 -0.953116 -0.170183 -0.250218 403.809113 0.301845 -0.593306 -0.746242 1886.593628 0.000000 0.000000 0.000000 1.000000];
0.128833;9;[-0.016700 -0.809416 0.586999 -0.199185 -0.961557 -0.147939 -0.231350 0.408087 0.274098 -0.568296 -0.775828 1.915275 0.000000 0.000000 0.000000 1.000000];[-0.022395 -0.790802 0.611660 -191.655060 -0.959154 -0.155578 -0.236262 400.244507 0.281998 -0.591968 -0.755017 1880.809082 0.000000 0.000000 0.000000 1.000000];
0.125687;9;[-0.021717 -0.805650 0.591994 -0.198059 -0.963008 -0.142225 -0.228883 0.408061 0.268596 -0.575066 -0.772758 1.916176 0.000000 0.000000 0.000000 1.000000];[-0.015422 -0.792238 0.610016 -191.028351 -0.953397 -0.172206 -0.247749 403.396484 0.301325 -0.585408 -0.752662 1886.701172 0.000000 0.000000 0.000000 1.000000];
0.125993;9;[-0.022143 -0.808717 0.587781 -0.195871 -0.962641 -0.141457 -0.230894 0.408813 0.269874 -0.570935 -0.775372 1.914895 0.000000 0.000000 0.000000 1.000000];[-0.024235 -0.788795 0.614176 -189.785095 -0.955854 -0.161680 -0.245365 402.605835 0.292843 -0.593009 -0.750055 1883.044922 0.000000 0.000000 0.000000 1.000000];
